FIPS,PST045211,POP010210,POP050210,POP010200,AGE115210,AGE275210,AGE765210,SEX205210,RHI105210,RHI205210,RHI305210,RHI405210,RHI505210,RHI605210,RHI705210,RHI805210,POP715210,POP645210,POP815210,EDU635210,EDU685210,VET605210,LFE305210,HSG030210,HSG445210,HSG096210,HSG495210,HSD410210,HSD310210,INC910210,INC110210,PVY020210,BZA010209,BZA110209,BZA115209,NES010209,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030210,FED110209,LND110210,POP060210
08019,0,9088,-2.5,9322,4.9,17.3,12.5,47.9,95.3,0.6,0.8,0.6,0.0,1.7,4.7,92.1,86.4,3.1,3.9,96.9,41.6,909,28.7,5685,81.3,11.8,280000,4164,2.18,34506,60426,8.0,346,2681,-3.0,1043,1193,0.0,0.0,0.0,0.0,0.0,0.0,0,6955,73119,8185,25036,13,49894,395.23,23.0
08021,0,8256,-1.7,8400,7.9,28.3,15.2,50.4,76.2,0.3,2.2,0.3,0.0,4.1,56.0,41.8,90.5,4.2,39.6,81.4,18.7,655,24.4,4286,75.7,4.1,112200,3121,2.59,17541,33627,17.7,96,544,-36.9,655,893,0.0,0.0,0.0,0.0,0.0,0.0,0,3595,33081,4132,4499,17,78449,1287.39,6.4
08023,0,3524,-3.8,3663,5.0,20.9,22.9,48.3,68.0,0.7,3.0,1.0,0.3,4.3,66.0,30.8,90.7,9.5,52.7,73.9,14.3,413,22.1,2613,74.6,7.3,105200,1454,2.43,16525,24388,28.4,44,187,-20.4,233,370,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5702,1726,0,24,48356,1226.95,2.9
08025,0,5823,5.5,5518,3.1,13.5,10.5,27.9,77.4,9.6,2.4,1.0,0.0,1.7,29.0,57.9,69.2,6.1,13.7,72.4,12.2,788,24.6,1559,74.0,6.5,81400,1163,3.16,18966,38189,21.0,39,587,-0.8,196,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15707,2427,0,4,32468,787.42,7.4
08027,0,4255,21.5,3503,3.2,17.2,22.4,48.4,95.3,1.0,0.7,0.4,0.0,1.7,4.7,92.0,87.1,2.2,1.3,93.7,29.2,646,29.1,3956,80.5,4.7,218400,1850,2.10,26860,39909,15.1,146,562,-2.8,598,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58746,14820,5545,67,29522,738.63,5.8
08029,0,30952,11.2,27834,5.7,22.1,20.2,49.6,89.7,0.5,1.0,0.5,0.0,2.3,14.0,83.0,82.9,4.7,11.1,86.0,18.3,3542,24.0,14572,74.3,5.3,193900,12700,2.35,22080,40451,13.1,891,6554,17.6,2766,4029,0.0,0.0,0.0,0.0,0.0,0.0,141382,60887,312871,10353,26912,10,245114,1142.05,27.1
08031,0,600158,8.2,554636,7.3,21.5,10.4,50.0,68.9,10.2,1.4,3.4,0.1,4.1,31.8,52.2,77.4,16.6,27.7,84.0,40.1,35433,24.6,285797,52.5,44.9,240900,254181,2.23,30806,45501,19.2,21959,382765,-6.9,48988,67500,4.3,1.1,3.7,0.0,8.7,30.2,5189894,14920938,6835351,11810,2279048,1232,8386649,153.00,3922.6
08033,0,2064,11.9,1844,6.6,22.4,18.8,48.5,93.0,0.2,2.9,0.1,0.1,2.4,4.0,90.9,80.4,0.2,3.5,86.0,14.9,206,18.9,1468,78.3,1.7,136200,799,2.54,19244,43058,16.0,44,204,9.1,194,349,0.0,0.0,0.0,0.0,0.0,0.0,0,19209,15039,7961,1659,0,16004,1067.05,1.9
08035,0,285465,62.4,175766,7.7,30.5,7.1,50.5,90.2,1.2,0.4,3.8,0.1,2.6,7.5,85.2,83.9,5.9,9.1,97.6,54.4,19437,27.2,106859,82.5,14.9,338700,98725,2.76,42418,99198,2.9,7396,81343,114.6,25629,32992,0.0,0.0,2.4,0.0,3.1,27.7,1950842,0,3765450,13846,435099,915,602078,840.25,339.7
08037,0,52197,25.3,41659,7.5,24.5,5.6,46.7,83.2,0.7,0.7,1.0,0.0,2.1,30.1,67.3,87.4,19.9,30.7,87.2,45.9,1861,19.9,31312,65.3,36.3,530900,18183,2.79,36753,71337,9.4,3341,31662,10.4,6156,9437,0.0,1.0,0.0,0.0,3.6,26.3,0,0,928788,18367,469696,61,116663,1684.53,31.0
08039,0,23086,16.2,19872,5.0,25.4,9.5,50.0,94.7,0.7,0.7,0.7,0.1,1.9,5.3,91.0,90.9,2.6,4.7,96.1,29.2,2492,41.0,8939,91.3,1.4,346400,8135,2.79,34782,78958,3.5,522,1909,-17.7,2383,3269,0.0,0.0,0.0,0.0,0.0,26.2,0,13792,80718,3558,6884,33,80290,1850.85,12.5
08041,0,622263,20.4,516929,7.3,26.1,10.0,50.2,79.8,6.2,1.0,2.7,0.4,5.1,15.1,72.0,77.4,7.2,11.5,92.5,34.9,75738,21.8,252852,66.6,22.4,216800,227151,2.56,27945,56268,11.1,15756,216331,3.0,41702,57475,2.5,0.7,3.0,0.1,4.9,31.4,0,2810614,7950151,13578,1153810,1718,9151644,2126.80,292.6
08043,0,46824,1.5,46145,4.5,17.5,17.6,42.3,90.2,3.9,1.7,0.6,0.0,1.9,12.3,80.4,80.4,6.5,14.3,79.2,16.2,6748,23.5,19242,76.6,10.0,152800,16817,2.04,19083,37847,16.0,868,7863,-2.3,2828,4110,0.0,0.0,0.0,0.0,0.0,26.2,168772,0,352422,7444,40834,53,369168,1533.07,30.5
08045,0,56389,28.8,43791,8.0,27.0,8.4,48.4,82.2,0.7,1.1,0.7,0.1,2.6,28.3,68.8,82.0,16.7,24.7,85.6,24.4,3724,28.5,23309,67.5,20.5,341600,19970,2.70,28457,64902,9.2,2668,21417,36.5,5589,8595,0.0,0.6,0.0,0.0,5.7,25.1,0,442167,1184677,22367,161174,37,230877,2947.56,19.1
08047,0,5441,14.4,4757,5.2,17.6,9.4,47.0,94.8,0.5,0.8,1.4,0.2,1.8,4.9,90.9,88.4,2.9,6.8,94.8,33.7,573,34.1,3560,71.8,11.3,316400,2530,2.02,33591,58036,11.0,113,3910,5.2,510,723,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3225,636,291507,4,20081,149.90,36.3
08049,0,14843,19.3,12442,5.6,20.3,10.2,46.6,93.5,0.4,0.5,0.8,0.1,1.6,7.5,89.7,88.7,4.8,9.5,94.8,28.8,1394,18.6,16061,76.9,30.3,269100,5330,2.71,30055,60433,6.6,905,5702,-9.3,1871,2624,0.0,0.0,0.0,0.0,0.0,22.5,0,5107,193138,14227,73865,159,71592,1846.33,8.0
08051,0,15324,9.8,13956,5.1,18.1,8.8,45.8,92.4,0.3,1.4,0.7,0.0,2.0,8.2,89.1,69.7,5.5,10.0,93.1,45.8,1311,12.5,11412,59.1,28.8,335100,6216,2.26,28490,49356,10.8,1090,6773,-3.4,2143,3300,0.0,0.0,0.0,0.0,0.0,21.3,0,0,211576,14116,89685,73,96880,3239.10,4.7
08053,0,843,6.7,790,7.1,19.9,17.4,47.4,95.1,0.4,1.1,0.4,0.0,1.8,2.8,93.2,90.2,2.9,13.2,90.8,42.0,72,5.7,1388,83.5,3.6,275000,255,1.92,43293,74659,3.7,74,184,7.6,144,326,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7808,9362,3567,11,4436,1117.25,0.8
08055,0,6711,-14.6,7862,4.1,17.7,25.2,50.4,82.8,0.5,3.2,0.4,0.2,3.9,35.3,61.9,84.2,4.3,18.4,85.1,27.2,934,23.2,5075,72.1,8.6,154900,3154,1.97,23139,30058,20.7,179,1448,-4.0,600,938,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55321,7180,9712,30,83607,1591.00,4.2
08057,0,1394,-11.6,1577,4.4,18.7,18.4,47.2,92.5,0.0,1.2,0.1,0.0,1.1,10.8,87.4,89.3,1.6,4.2,91.4,21.7,191,18.8,1286,72.3,5.6,144300,690,2.12,23814,37222,13.9,63,289,33.2,170,127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19370,14149,2416,7,17845,1613.72,0.9
08059,0,534543,1.4,527056,5.7,22.3,12.6,50.4,88.4,1.1,0.9,2.6,0.1,2.7,14.3,79.9,83.4,6.4,10.8,92.9,39.3,45334,25.9,229967,71.9,24.7,259300,217018,2.41,34714,66075,8.0,16231,185387,1.6,47440,62249,0.6,0.6,2.7,0.0,5.2,30.2,6566636,2514091,7282158,13782,960467,577,6038228,764.21,699.5
08061,0,1398,-13.8,1622,5.0,22.5,21.5,50.9,96.3,0.3,0.5,0.0,0.0,1.5,5.6,93.3,91.5,1.0,2.7,91.0,20.1,127,16.4,805,66.6,3.4,62200,706,2.24,22877,40089,12.5,43,209,-13.6,151,0,0.0,0.0,0.0,0.0,0.0,0.0,0,27022,8036,6158,0,6,39346,1767.77,0.8
08063,0,8270,3.2,8011,6.7,22.2,16.0,43.9,88.5,2.7,0.7,0.4,0.1,1.4,19.0,76.4,83.3,10.2,14.9,84.5,14.9,826,12.8,3527,69.3,10.7,102300,3010,2.47,21086,41678,8.5,249,1931,-3.4,639,834,0.0,0.0,0.0,0.0,0.0,39.3,0,166345,84356,10717,10306,2,106858,2160.82,3.8
08065,0,7310,-6.4,7812,7.7,24.9,8.9,46.5,80.7,0.4,1.3,0.5,0.1,3.6,39.1,58.2,78.9,15.0,29.9,79.4,20.7,516,33.3,4271,66.9,17.7,168200,2725,2.53,20437,41103,21.7,206,1272,-5.8,524,796,0.0,0.0,0.0,0.0,0.0,26.6,0,0,51369,6540,12573,19,30802,376.91,19.4
08067,0,51334,16.8,43941,5.6,20.5,11.6,49.1,86.8,0.4,5.8,0.6,0.1,3.1,11.8,80.3,79.2,3.2,9.8,93.6,40.6,4193,20.3,25860,69.1,18.7,343400,20512,2.36,29836,56422,10.2,2374,19582,9.8,5795,8231,0.0,2.2,0.0,0.0,0.0,25.9,0,0,790433,15914,206242,222,291251,1692.08,30.3
08069,0,299630,19.1,251494,5.9,21.4,11.9,50.4,90.5,0.8,0.7,1.9,0.1,2.6,10.6,84.5,77.4,5.3,8.7,93.7,42.5,22749,22.0,132722,67.5,21.4,246000,117415,2.40,30046,56447,13.3,9361,104597,11.8,25627,34660,0.4,0.5,1.8,0.0,3.6,29.7,3226757,1265188,3922871,13672,604358,1153,1742522,2596.00,115.4
08071,0,15507,2.0,15207,5.6,20.9,17.7,48.7,83.6,1.4,2.4,0.7,0.0,3.4,41.6,54.2,82.0,3.7,14.9,83.8,19.3,1517,21.6,8217,69.5,12.0,142300,6420,2.39,21887,38134,16.8,408,3379,3.2,998,1558,0.0,0.0,0.0,0.0,13.0,25.9,0,51612,164359,10393,22369,20,171282,4772.67,3.2
08073,0,5467,-10.2,6087,5.6,20.5,16.8,42.1,89.0,5.3,0.9,0.8,0.0,1.9,12.5,79.5,77.2,4.7,8.2,84.5,15.3,752,17.1,2420,70.8,11.8,103700,1919,2.35,23440,41616,12.6,125,1177,-12.6,377,626,0.0,0.0,0.0,0.0,0.0,29.4,0,0,134696,25671,8400,1,68537,2577.63,2.1
08075,0,22709,10.8,20504,5.2,20.0,14.6,43.1,89.0,4.0,1.2,0.6,0.1,1.5,15.6,78.2,78.4,4.7,9.1,86.7,18.0,2433,17.1,8981,68.3,15.0,119900,8146,2.54,22564,40961,12.8,601,5655,-0.9,1173,1396,0.0,0.0,0.0,0.0,2.9,21.9,0,0,281292,13454,23276,15,143135,1838.55,12.4
08077,0,146723,26.2,116255,6.8,23.5,14.9,50.3,89.4,0.6,1.1,0.8,0.1,2.7,13.3,83.1,79.1,4.2,9.1,89.1,25.4,14641,20.6,62644,72.3,14.8,221000,57123,2.44,27067,52067,12.4,4816,53464,23.3,10854,16079,0.0,0.9,0.0,0.0,4.0,26.7,539590,1179281,2389507,17279,268843,408,1008256,3328.97,44.1
08079,0,712,-14.3,831,2.8,14.2,23.0,49.2,97.3,0.3,0.6,0.1,0.0,1.4,2.9,95.2,85.0,1.9,3.4,97.4,39.1,140,11.7,1201,86.4,0.2,258300,440,2.06,46358,53438,7.7,60,184,15.0,131,510,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6008,6239,9476,5,13569,875.67,0.8
08081,0,13795,4.6,13184,7.8,27.1,10.5,48.9,90.0,0.3,0.9,0.6,0.1,2.2,14.4,82.7,86.4,6.1,11.0,88.4,14.9,1171,25.1,6196,75.1,14.0,166300,5360,2.52,24563,53587,13.0,446,4029,9.1,1044,0,0.0,0.0,0.0,0.0,0.0,0.0,0,73158,213043,15717,35307,7,71232,4743.29,2.9
08083,0,25535,7.2,23830,6.3,23.5,16.7,50.6,81.1,0.2,12.2,0.5,0.1,2.6,11.0,75.1,84.5,2.2,13.4,88.4,26.5,2433,22.8,12094,72.8,9.5,191500,11027,2.28,24616,44103,17.6,784,6665,-1.1,2245,3068,0.0,2.1,0.0,0.0,0.0,31.4,0,52094,301379,12003,84913,14,224742,2029.53,12.6
08085,0,41276,23.5,33432,6.4,24.7,17.8,50.8,86.7,0.4,1.1,0.6,0.1,2.4,19.7,77.5,83.3,7.7,13.6,85.4,22.3,3675,21.4,18250,74.6,8.9,201700,16335,2.44,23613,46590,10.9,1345,11429,12.6,3936,5538,0.0,0.0,0.0,0.0,5.1,29.7,218197,0,610875,15484,51053,62,267797,2240.70,18.4
08087,0,28159,3.6,27171,7.7,28.0,14.1,50.6,79.4,2.9,0.8,0.5,0.1,2.4,33.8,61.7,85.1,13.6,25.9,77.7,14.6,1988,15.9,11490,67.3,12.1,136200,10407,2.64,20181,43111,14.6,658,8562,3.3,1699,2137,0.0,0.0,0.0,0.0,7.9,24.1,0,0,232820,8450,27652,22,258033,1280.43,22.0
08089,0,18831,-7.3,20311,6.3,24.7,18.4,51.0,78.5,0.8,1.8,0.8,0.1,3.8,40.3,56.5,79.0,4.0,19.3,79.8,15.4,1717,16.2,8969,66.1,13.3,93800,7620,2.30,18056,34142,21.0,469,4607,-10.4,1121,1586,0.0,0.0,0.0,0.0,12.1,37.3,0,59844,171450,9166,20313,3,219727,1261.96,14.9
08091,0,4436,18.5,3742,4.1,18.0,17.5,49.9,96.4,0.2,0.4,0.6,0.1,1.4,4.4,93.4,81.5,2.8,6.6,95.2,41.3,414,23.4,3083,74.3,8.1,405800,1702,2.54,29051,58393,8.2,304,1060,34.0,842,1117,0.0,0.0,0.0,0.0,0.0,26.5,0,1022,26977,6131,21247,20,18078,541.59,8.2
08093,0,16206,11.6,14523,4.9,19.2,11.6,47.5,94.7,0.4,0.9,0.6,0.0,2.4,4.8,91.6,83.8,4.0,4.4,93.5,32.6,1954,41.1,13947,87.9,1.3,245800,7070,2.18,31663,64098,6.2,464,1292,-3.3,1779,2313,0.0,0.0,0.0,0.0,0.0,28.0,0,3435,55409,3266,11083,95,61612,2193.85,7.4
08095,0,4442,-0.8,4480,6.3,25.3,20.7,51.1,89.2,0.4,0.5,0.6,0.1,1.4,18.7,79.4,86.1,10.2,16.1,85.3,16.0,444,15.9,2087,73.3,7.6,111600,1867,2.35,23453,44084,9.3,134,956,-5.7,349,324,0.0,0.0,0.0,0.0,0.0,27.5,0,150858,45616,10207,1880,3,50252,687.93,6.5
08097,0,17148,15.3,14872,4.4,17.5,11.5,47.0,93.5,0.5,0.3,1.2,0.1,1.4,9.1,87.9,86.8,12.6,16.2,96.1,59.7,1152,19.0,12953,62.5,40.0,670200,7417,2.21,64381,64502,8.4,1620,16278,5.1,3286,5100,0.0,0.0,0.0,0.0,2.9,26.5,0,64678,399540,26461,270848,44,45978,970.70,17.7
08099,0,12551,-13.3,14483,7.7,27.1,14.6,50.6,81.0,0.5,0.9,0.3,0.0,2.6,35.2,62.7,79.4,10.0,24.6,80.5,18.3,812,14.3,5942,66.7,14.9,83000,4905,2.48,18429,33969,22.1,356,2972,-30.7,892,1328,0.0,0.0,0.0,0.0,0.0,13.2,0,81975,146970,11300,16282,2,111927,1638.40,7.7
08101,0,159063,12.4,141472,6.6,24.5,15.3,50.8,79.4,2.0,1.9,0.8,0.1,3.7,41.4,54.1,83.1,3.4,14.1,85.7,20.9,15127,20.4,69526,69.9,16.2,140700,61418,2.47,21609,40699,17.3,3193,46927,-2.9,8045,10232,0.6,1.5,1.7,0.0,17.1,29.1,1705822,431008,1864599,12080,220852,234,1358571,2386.10,66.7
08103,0,6666,11.4,5986,7.4,24.3,12.4,48.5,91.9,0.8,0.9,0.3,0.2,2.3,10.0,86.3,88.3,6.2,8.2,91.8,22.7,589,19.4,3309,74.1,13.8,193300,2621,2.43,28382,57992,5.3,248,1951,23.6,563,825,0.0,0.0,0.0,0.0,0.0,30.7,0,0,54732,8831,11303,22,46357,3220.93,2.1
08105,0,11982,-3.5,12413,6.6,25.2,16.2,50.3,78.3,0.4,1.8,0.4,0.0,3.2,42.4,55.1,88.1,5.2,26.9,83.9,19.2,963,19.0,6630,78.9,8.9,129300,3630,3.16,17199,39871,17.1,377,2730,-0.2,1011,1791,0.0,0.0,0.0,0.0,16.1,24.6,0,218177,110165,9480,14191,21,102744,911.96,13.1
08107,0,23509,19.4,19690,5.5,20.9,8.1,46.8,94.8,0.4,0.5,0.6,0.1,1.6,6.8,90.6,80.0,3.8,6.0,96.8,45.6,1344,17.8,16303,74.1,28.8,422300,10146,2.22,33079,60876,6.9,1639,18179,3.8,3345,4913,0.0,0.5,0.0,0.0,0.0,20.3,0,187821,421473,18866,184368,27,74795,2362.03,10.0
08109,0,6108,3.2,5917,6.9,23.2,14.6,48.9,82.3,0.2,1.9,0.8,0.0,2.8,40.1,56.4,86.1,12.4,35.8,76.1,19.4,522,18.9,3843,68.3,8.1,120500,2684,2.22,18686,30430,24.4,123,778,16.6,580,501,0.0,0.0,0.0,0.0,0.0,0.0,0,57075,20857,3039,0,35,54334,3168.53,1.9
08111,0,699,25.3,558,5.2,18.3,12.3,43.9,92.6,0.0,0.3,1.1,0.0,2.3,12.0,85.1,81.9,2.0,4.6,93.4,30.8,74,14.5,756,54.3,33.3,252000,411,1.83,31232,43783,12.2,69,196,154.5,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6624,11540,5079,1,7050,387.49,1.8
08113,0,7359,11.6,6594,6.2,19.7,7.0,45.7,92.9,0.4,0.8,0.7,0.1,1.8,8.6,88.5,77.9,8.4,10.6,94.7,48.8,369,16.7,6638,64.3,40.0,493000,3228,2.26,38247,66399,9.8,631,4704,10.7,1563,2294,0.0,0.0,0.0,0.0,3.1,23.3,0,0,97815,13114,77135,47,52264,1286.61,5.7
08115,0,2379,-13.4,2747,5.1,19.3,23.9,50.7,92.2,0.3,0.4,0.7,0.0,1.6,12.1,85.6,82.7,2.3,7.3,82.6,12.7,276,21.4,1415,72.8,11.5,83100,1007,2.21,21652,37625,14.1,76,432,-16.6,207,282,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33331,14305,1697,0,51710,548.04,4.3
08117,0,27994,18.9,23548,5.5,17.4,7.7,45.1,89.7,0.8,0.3,1.0,0.1,1.6,14.2,82.7,82.2,12.2,15.3,94.6,49.9,1331,16.4,29842,70.5,57.7,465700,10553,2.52,35770,68750,7.3,2114,21403,9.1,3983,5751,0.0,0.0,0.0,0.0,0.0,27.5,0,0,641013,24434,281619,117,79718,608.36,46.0
08119,0,23350,13.6,20555,4.7,20.5,12.9,49.1,94.3,0.5,0.9,0.7,0.1,2.5,5.5,90.6,85.6,2.1,5.3,94.1,31.0,3368,32.7,12643,86.9,5.1,226000,9004,2.50,28726,58080,7.6,697,5115,-3.5,2426,3429,0.0,0.0,0.0,0.0,0.0,31.0,0,26287,169017,7771,128005,42,113492,557.06,41.9
08121,0,4814,-2.3,4926,5.7,23.4,19.3,48.9,95.3,0.6,0.1,0.2,0.1,1.5,8.5,89.4,81.1,4.2,6.2,85.4,18.3,387,21.0,2434,68.3,5.4,114300,2186,2.18,23125,39735,14.3,102,475,-36.5,377,265,0.0,0.0,0.0,0.0,0.0,0.0,0,42615,23053,5015,1542,5,65016,2518.03,1.9
08123,0,252825,39.7,180936,7.9,27.8,9.6,50.0,82.9,1.0,1.1,1.2,0.1,2.9,28.4,67.6,81.7,9.5,18.9,84.7,25.4,17201,25.2,96281,71.7,16.6,195700,86776,2.74,24732,55596,13.9,5193,66870,17.6,16936,23024,0.6,1.4,1.5,0.0,0.0,25.4,4193672,0,2246115,9272,217231,863,1025623,3987.24,63.4
08125,0,10043,2.1,9841,7.7,26.4,16.2,50.4,88.2,0.2,0.5,0.2,0.0,1.1,20.8,77.9,81.3,11.7,15.5,83.6,17.8,588,16.4,4466,68.9,6.6,116200,3941,2.51,21872,42114,9.8,352,2861,30.9,878,1031,0.0,0.0,0.0,0.0,0.0,0.0,0,193564,106085,11074,8777,0,150150,2364.41,4.2
09000,3580709,3574097,4.9,3405565,5.7,22.9,14.2,51.3,77.6,10.1,0.3,3.8,0.0,2.6,13.4,71.2,87.4,13.2,20.6,88.4,35.2,243147,24.6,1487891,69.2,34.6,296500,1359218,2.52,36775,67740,9.2,90048,1468291,-5.0,246784,332150,4.4,0.5,3.3,0.0,4.2,28.1,58404898,107917037,52165480,14953,9138437,3932,53019842,4842.36,738.1
09001,0,916829,3.9,882567,6.2,24.8,13.5,51.4,74.8,10.8,0.3,4.6,0.0,2.6,16.9,66.2,88.8,20.1,27.4,88.3,43.6,47938,28.0,361221,70.7,35.5,477700,331782,2.66,48295,81268,8.0,27291,407342,-8.4,80030,108910,4.7,0.4,3.3,0.0,5.9,28.6,20028377,78881637,15702222,17661,1861946,926,12672130,624.89,1467.2
09003,0,894014,4.3,857183,5.7,22.8,14.6,51.7,72.4,13.3,0.3,4.2,0.0,2.7,15.3,66.1,87.0,14.2,23.9,87.1,33.3,59155,21.9,374249,66.5,38.8,247400,347625,2.48,33151,62590,10.7,22935,449294,-5.7,52402,72906,6.3,0.5,3.9,0.0,4.1,25.9,15016177,15631406,13820736,15811,1637963,810,15544727,735.10,1216.2
09005,0,189927,4.2,182193,4.8,21.6,16.0,50.9,93.9,1.3,0.2,1.5,0.0,1.6,4.5,91.3,91.5,6.3,8.8,91.2,32.3,16630,26.8,87550,78.7,21.7,285800,76688,2.45,35848,69639,5.8,5039,52370,-11.1,16649,21435,1.6,0.6,1.5,0.0,1.1,28.5,0,0,2458157,13043,245161,164,1708318,920.56,206.3
09007,0,165676,6.8,155071,5.0,21.2,15.5,51.2,89.2,4.7,0.2,2.6,0.0,2.1,4.7,86.4,88.9,7.8,11.7,92.0,37.0,13699,24.2,74837,75.8,23.5,307400,66975,2.36,37519,74906,6.1,4227,61152,1.2,12726,15693,1.3,0.4,3.4,0.2,1.5,28.0,3336020,953882,2129195,12980,293408,279,1442119,369.30,448.6
09009,0,862477,4.7,824008,5.6,22.4,14.4,51.9,74.8,12.7,0.3,3.5,0.0,2.6,15.0,67.5,87.2,11.4,19.8,87.7,31.7,56502,23.9,362004,65.3,39.7,273300,330785,2.51,31720,61114,10.9,19893,327054,-3.5,53843,74477,5.0,0.5,3.7,0.0,4.4,28.2,10493031,9890749,11785336,13970,1345875,1019,10789039,604.51,1426.7
09011,0,274055,5.8,259088,5.5,21.7,14.2,50.1,82.2,5.8,0.9,4.2,0.1,3.7,8.5,78.3,83.5,8.3,13.4,89.8,30.6,27415,22.4,120994,69.7,29.1,268900,106590,2.43,32888,65419,7.2,5878,104745,-1.0,15367,21733,2.1,0.9,2.8,0.0,2.6,28.2,0,0,3882978,14682,3444661,344,6660683,664.88,412.2
09013,0,152691,12.0,136364,4.6,20.2,11.9,49.5,89.8,3.3,0.2,3.4,0.0,1.8,4.3,87.5,84.0,6.7,9.9,92.2,36.8,11338,25.3,57963,76.4,24.3,266100,54452,2.52,33108,77175,6.4,2486,30274,0.0,9161,11698,0.0,0.0,2.9,0.0,1.8,32.5,1021759,214311,1206302,8140,173091,190,878579,410.21,372.2
09015,0,118428,8.6,109091,5.5,22.3,12.8,50.4,89.6,2.2,0.5,1.2,0.0,2.3,9.6,85.4,86.4,4.6,11.9,84.5,21.3,10470,25.9,49073,70.8,27.4,230100,44321,2.56,26457,59370,11.4,2159,29798,-4.4,6606,8491,0.9,0.8,1.9,0.0,0.0,24.4,1776526,546686,1180554,10120,136332,200,1124175,512.91,230.9
10000,907135,897934,14.6,783600,6.2,22.9,14.4,51.6,68.9,21.4,0.5,3.2,0.0,2.7,8.2,65.3,85.4,8.2,12.2,87.0,27.7,78195,24.1,405885,73.6,17.7,242300,331639,2.58,29007,57599,11.0,24523,370846,-1.7,51305,74573,8.7,0.0,4.0,0.0,2.1,26.1,25679939,5727401,14202083,16421,1910770,3072,7982219,1948.54,460.8
10001,0,162310,28.1,126697,6.9,24.9,13.5,51.9,67.8,24.0,0.6,2.0,0.1,3.5,5.8,65.2,84.9,5.2,9.3,84.9,20.0,17572,24.2,65338,72.9,12.9,207500,57396,2.67,24194,53183,12.5,3169,48947,10.2,8373,11242,10.4,0.8,3.8,0.0,2.5,26.2,2361835,0,2589237,17024,447861,813,1902835,586.18,276.9
10003,0,538479,7.6,500265,6.2,23.2,12.3,51.6,65.5,23.7,0.3,4.3,0.0,2.5,8.7,61.6,84.5,9.6,14.1,88.4,32.4,38905,24.4,217511,71.3,22.8,252800,198499,2.60,31220,62474,10.3,15879,262628,-6.9,29571,43660,10.1,0.0,5.1,0.0,2.1,26.5,20268769,0,8633413,16358,999186,705,3998830,426.29,1263.2
10005,0,197145,25.9,156638,5.8,20.4,20.8,51.2,79.0,12.7,0.8,1.0,0.1,2.3,8.6,75.6,88.5,6.8,9.6,85.2,21.2,21718,23.5,123036,80.0,10.8,243700,75744,2.48,26779,51046,11.7,5408,58670,15.6,13361,20285,4.5,0.5,1.6,0.0,1.7,24.3,3049335,0,2979433,16103,463723,1554,1609865,936.08,210.6
11000,617996,601723,5.2,572059,5.4,16.8,11.4,52.8,38.5,50.7,0.3,3.5,0.1,2.9,9.1,34.8,80.0,13.0,14.6,86.5,49.2,33139,29.3,296719,43.5,61.7,443300,257317,2.12,42078,58526,18.5,21210,466550,12.4,43145,55887,28.2,0.9,5.9,0.0,6.1,34.5,332844,2117990,3843716,6555,4278171,739,60719306,61.05,9856.5
11001,0,601723,5.2,572059,5.4,16.8,11.4,52.8,38.5,50.7,0.3,3.5,0.1,2.9,9.1,34.8,80.0,13.0,14.6,86.5,49.2,33139,29.3,296719,43.5,61.7,443300,257317,2.12,42078,58526,18.5,21210,466550,12.4,43145,55887,28.2,0.9,5.9,0.0,6.1,34.5,332844,2117990,3843716,6555,4278171,739,60719306,61.05,9856.6
12000,19057542,18801310,17.6,15982378,5.7,21.3,17.3,51.1,75.0,16.0,0.4,2.4,0.1,2.5,22.5,57.9,83.1,19.2,26.6,85.3,25.9,1672288,25.7,8989580,69.7,30.0,205600,7152844,2.53,26551,47661,13.8,491249,6861612,10.4,1603533,2009589,9.0,0.5,3.2,0.1,22.4,28.9,104832907,221641518,262341127,14353,41922059,38679,180887431,53624.76,350.6
12001,0,247336,13.5,217955,5.3,17.9,10.8,51.6,69.6,20.3,0.3,5.4,0.1,2.6,8.4,63.7,73.4,10.2,13.6,89.7,40.9,17438,20.4,112766,54.9,38.0,189600,97540,2.32,24741,40644,23.6,5794,82708,1.6,15244,20676,7.8,0.0,3.8,0.0,6.7,31.6,0,0,3152244,13124,493980,454,2393551,875.02,282.7
12003,0,27115,21.8,22259,7.1,26.0,10.9,47.8,83.7,13.6,0.3,0.5,0.0,1.6,1.9,82.4,86.0,1.0,2.3,78.4,6.2,2219,30.3,9687,76.2,4.3,137900,8309,2.85,19593,47276,17.0,384,5413,41.6,1153,1727,0.0,0.0,0.0,0.0,0.0,26.2,0,0,180555,7052,19819,35,150151,585.23,46.3
